"date","vol_det","vol_pred_15","vol_pred_30","vol_pred_45","vol_pred_60","vol_pred_75","vol_pred_90","vol_pred_105","vol_pred_120"
"2017-11-13 00:00",1,2,3,4,1,5,2,2,3
"2017-11-13 00:01",0.8,4,4,3,4,4,2,1,3
"2017-11-13 00:02",0.933333333333,2,1,3,4,3,2,6,0
"2017-11-13 00:03",0.8,3,2,1,4,3,4,3,2
"2017-11-13 00:04",0.8,2,3,4,4,2,3,9,1
"2017-11-13 00:05",0.8,4,2,2,4,1,2,3,5
"2017-11-13 00:06",1.06666666667,4,2,2,3,1,3,1,4
"2017-11-13 00:07",0.933333333333,3,2,2,4,6,1,3,5
"2017-11-13 00:08",0.666666666667,2,3,2,2,0,4,6,1
"2017-11-13 00:09",0.666666666667,5,5,1,3,2,1,2,6
"2017-11-13 00:10",0.4,4,2,5,1,1,2,2,5
"2017-11-13 00:11",0.533333333333,4,2,2,3,2,2,1,4
"2017-11-13 00:12",0.666666666667,6,5,3,4,4,3,1,1
"2017-11-13 00:13",0.933333333333,2,1,4,3,2,1,2,2
"2017-11-13 00:14",0.933333333333,4,0,1,3,4,1,2,2
"2017-11-13 00:15",0.933333333333,2,2,1,3,2,3,2,0
"2017-11-13 00:16",1.06666666667,0,5,4,3,3,4,0,3
"2017-11-13 00:17",0.933333333333,2,2,1,0,1,3,1,1
"2017-11-13 00:18",0.933333333333,1,0,0,1,0,2,0,1
"2017-11-13 00:19",0.933333333333,3,1,1,3,1,2,4,2
"2017-11-13 00:20",0.933333333333,0,1,2,1,0,1,3,0
"2017-11-13 00:21",0.666666666667,1,2,0,3,1,0,2,3
"2017-11-13 00:22",0.666666666667,0,2,1,0,3,2,1,2
"2017-11-13 00:23",0.666666666667,0,2,1,2,2,0,3,2
"2017-11-13 00:24",0.666666666667,3,1,1,0,3,2,3,1
"2017-11-13 00:25",0.666666666667,1,2,2,0,3,2,3,0
"2017-11-13 00:26",0.533333333333,1,2,0,1,5,2,4,1
"2017-11-13 00:27",0.4,1,2,4,2,2,2,0,1
"2017-11-13 00:28",0.133333333333,3,3,0,2,1,2,0,4
"2017-11-13 00:29",0.133333333333,2,3,1,3,1,3,1,3
"2017-11-13 00:30",0.266666666667,3,3,2,2,2,1,1,1
"2017-11-13 00:31",0.133333333333,2,3,0,2,3,1,1,2
"2017-11-13 00:32",0.133333333333,1,2,2,1,0,5,1,2
"2017-11-13 00:33",0.266666666667,0,1,2,0,2,4,3,1
"2017-11-13 00:34",0.4,3,2,1,3,0,0,4,3
"2017-11-13 00:35",0.4,2,4,2,0,1,1,2,4
"2017-11-13 00:36",0.4,1,1,2,1,1,3,0,1
"2017-11-13 00:37",0.4,3,0,3,6,1,1,2,2
"2017-11-13 00:38",0.4,2,2,2,1,0,3,2,7
"2017-11-13 00:39",0.4,4,3,4,2,3,3,4,1
"2017-11-13 00:40",0.533333333333,1,1,0,2,1,0,0,3
"2017-11-13 00:41",0.533333333333,1,3,0,3,5,2,3,3
"2017-11-13 00:42",0.533333333333,1,2,2,3,3,1,1,3
"2017-11-13 00:43",0.533333333333,0,4,7,2,2,4,3,1
"2017-11-13 00:44",0.533333333333,3,1,1,1,1,2,2,2
"2017-11-13 00:45",0.533333333333,0,2,3,5,4,0,2,2
"2017-11-13 00:46",0.666666666667,1,1,2,4,3,0,0,1
"2017-11-13 00:47",0.8,1,2,0,3,0,0,3,2
"2017-11-13 00:48",0.666666666667,0,1,3,0,0,1,3,4
"2017-11-13 00:49",0.533333333333,2,3,2,0,1,1,1,4
"2017-11-13 00:50",0.533333333333,1,1,3,0,1,0,5,4
"2017-11-13 00:51",0.533333333333,1,2,0,3,1,2,1,2
"2017-11-13 00:52",0.533333333333,3,1,0,5,0,1,0,4
"2017-11-13 00:53",0.666666666667,2,2,2,1,3,3,2,2
"2017-11-13 00:54",0.666666666667,4,4,2,2,1,1,1,2
"2017-11-13 00:55",0.533333333333,0,0,2,0,1,3,3,5
"2017-11-13 00:56",0.8,1,1,2,2,2,2,3,2
"2017-11-13 00:57",0.933333333333,4,1,2,4,2,3,0,3
"2017-11-13 00:58",1,3,0,1,2,4,2,4,3
"2017-11-13 00:59",1.06666666667,1,0,4,1,2,1,0,1
"2017-11-13 01:00",1,0,4,3,2,2,0,1,0
"2017-11-13 01:01",0.857142857143,1,3,2,4,1,0,1,2
"2017-11-13 01:02",0.666666666667,3,3,0,0,0,1,3,2
"2017-11-13 01:03",0.666666666667,4,1,2,1,1,1,0,1
"2017-11-13 01:04",0.666666666667,2,2,0,2,1,0,2,1
"2017-11-13 01:05",0.666666666667,2,2,2,5,4,2,1,1
"2017-11-13 01:06",0.666666666667,0,1,2,0,1,2,0,0
"2017-11-13 01:07",0.666666666667,1,2,1,0,2,0,1,2
"2017-11-13 01:08",0.533333333333,2,0,1,1,1,1,1,2
"2017-11-13 01:09",0.533333333333,2,1,0,0,1,3,4,3
"2017-11-13 01:10",0.533333333333,0,1,2,1,3,2,1,4
"2017-11-13 01:11",0.4,2,2,2,1,1,1,6,6
"2017-11-13 01:12",0.4,1,1,0,2,2,2,2,1
"2017-11-13 01:13",0.4,0,1,2,3,2,2,0,2
"2017-11-13 01:14",0.266666666667,4,1,1,1,4,1,5,0
"2017-11-13 01:15",0.266666666667,2,1,2,2,2,1,1,1
"2017-11-13 01:16",0.266666666667,1,3,0,0,1,1,1,1
"2017-11-13 01:17",0.266666666667,1,0,1,3,2,1,0,1
"2017-11-13 01:18",0.266666666667,0,4,1,1,1,3,1,1
"2017-11-13 01:19",0.266666666667,0,3,2,2,3,3,3,2
