"date","vol_det","vol_pred_15","vol_pred_30","vol_pred_45","vol_pred_60","vol_pred_75","vol_pred_90","vol_pred_105","vol_pred_120"
"2017-11-13 00:00",0,3,1,3,1,6,1,1,1
"2017-11-13 00:01",0.266666666667,2,2,0,1,0,0,4,2
"2017-11-13 00:02",0.266666666667,0,2,3,0,0,1,3,0
"2017-11-13 00:03",0.266666666667,1,2,3,1,3,1,0,4
"2017-11-13 00:04",0.266666666667,0,2,1,1,3,3,1,3
"2017-11-13 00:05",0.266666666667,0,1,1,0,3,1,1,1
"2017-11-13 00:06",0.266666666667,0,0,3,4,1,2,0,3
"2017-11-13 00:07",0.266666666667,1,2,4,0,1,2,2,3
"2017-11-13 00:08",0.266666666667,1,2,3,0,0,3,3,4
"2017-11-13 00:09",0.266666666667,3,2,2,1,2,4,2,3
"2017-11-13 00:10",0.266666666667,0,5,1,1,3,3,1,1
"2017-11-13 00:11",0.266666666667,1,0,0,0,1,0,4,0
"2017-11-13 00:12",0.266666666667,0,0,2,0,0,1,0,2
"2017-11-13 00:13",0.266666666667,1,0,0,3,0,2,0,3
"2017-11-13 00:14",0.266666666667,2,0,1,4,0,1,3,0
"2017-11-13 00:15",0,2,2,0,1,1,1,0,0
"2017-11-13 00:16",0,0,0,1,0,0,3,1,0
"2017-11-13 00:17",0,0,1,1,2,0,0,1,0
"2017-11-13 00:18",0,0,0,1,0,1,1,0,0
"2017-11-13 00:19",0,1,0,0,0,0,1,0,0
"2017-11-13 00:20",0,1,1,0,0,1,1,0,1
"2017-11-13 00:21",0,2,2,1,1,0,0,0,0
"2017-11-13 00:22",0,0,2,1,3,0,1,2,0
"2017-11-13 00:23",0,3,0,1,1,1,0,2,0
"2017-11-13 00:24",0,1,1,0,2,2,1,2,0
"2017-11-13 00:25",0,1,0,0,1,1,2,0,2
"2017-11-13 00:26",0.133333333333,1,0,2,0,0,1,1,2
"2017-11-13 00:27",0.133333333333,0,2,0,0,0,1,0,1
"2017-11-13 00:28",0.133333333333,0,0,1,1,1,0,1,0
"2017-11-13 00:29",0.133333333333,0,1,1,0,2,0,0,0
"2017-11-13 00:30",0.133333333333,0,0,3,1,2,2,1,0
"2017-11-13 00:31",0.133333333333,0,1,0,1,2,2,1,1
"2017-11-13 00:32",0.133333333333,1,1,1,0,0,1,1,2
"2017-11-13 00:33",0.133333333333,0,1,0,1,0,0,0,0
"2017-11-13 00:34",0.133333333333,0,1,2,1,2,0,1,0
"2017-11-13 00:35",0.133333333333,2,0,0,0,2,0,0,1
"2017-11-13 00:36",0.133333333333,1,1,0,2,2,1,0,2
"2017-11-13 00:37",0.133333333333,3,0,0,0,1,1,0,0
"2017-11-13 00:38",0.133333333333,0,1,1,3,2,0,0,1
"2017-11-13 00:39",0.133333333333,1,0,1,3,2,2,2,1
"2017-11-13 00:40",0.133333333333,0,1,1,0,1,0,0,0
"2017-11-13 00:41",0,1,0,0,1,0,1,3,0
"2017-11-13 00:42",0,3,1,2,0,0,1,0,0
"2017-11-13 00:43",0,1,0,2,0,3,0,0,0
"2017-11-13 00:44",0,1,1,1,1,0,0,0,0
"2017-11-13 00:45",0,2,1,1,1,0,3,0,4
"2017-11-13 00:46",0,1,2,0,2,0,1,0,2
"2017-11-13 00:47",0,0,0,0,0,1,1,0,0
"2017-11-13 00:48",0,0,0,0,0,0,0,0,0
"2017-11-13 00:49",0,0,0,0,0,0,1,0,1
"2017-11-13 00:50",0,0,2,1,0,0,2,2,0
"2017-11-13 00:51",0,1,0,1,1,1,1,0,0
"2017-11-13 00:52",0,1,1,0,0,1,1,0,0
"2017-11-13 00:53",0,0,1,1,2,0,1,0,0
"2017-11-13 00:54",0,1,2,1,0,0,0,2,1
"2017-11-13 00:55",0,0,2,0,1,0,1,0,1
"2017-11-13 00:56",0,3,0,1,0,1,0,1,0
"2017-11-13 00:57",0,0,0,0,1,3,2,0,2
"2017-11-13 00:58",0,1,1,0,0,1,3,0,2
"2017-11-13 00:59",0,1,1,0,0,1,0,0,1
"2017-11-13 01:00",0,1,2,0,0,0,2,1,1
"2017-11-13 01:01",0,0,0,0,0,0,1,0,1
"2017-11-13 01:02",0,0,0,1,1,0,4,0,1
"2017-11-13 01:03",0,0,1,0,0,0,0,1,1
"2017-11-13 01:04",0,2,0,3,0,0,1,1,1
"2017-11-13 01:05",0,3,1,1,1,0,1,0,0
"2017-11-13 01:06",0,1,4,0,1,0,1,1,0
"2017-11-13 01:07",0,0,0,0,0,1,0,0,0
"2017-11-13 01:08",0,0,1,1,0,1,0,1,0
"2017-11-13 01:09",0,0,0,1,0,0,0,1,0
