"date","sp_det","sp_pred_15","sp_pred_30","sp_pred_45","sp_pred_60","sp_pred_75","sp_pred_90","sp_pred_105","sp_pred_120"
"2017-11-13 00:00",68,65,65,65,65,65,65,65,65
"2017-11-13 00:01",68,65,65,65,65,65,65,65,65
"2017-11-13 00:02",68,65,65,65,65,65,65,65,65
"2017-11-13 00:03",68,65,65,65,65,65,65,65,65
"2017-11-13 00:04",68,65,65,65,65,65,65,65,65
"2017-11-13 00:05",68,65,65,65,65,65,65,65,65
"2017-11-13 00:06",68,65,65,65,65,65,65,65,65
"2017-11-13 00:07",68,65,65,65,65,65,65,65,65
"2017-11-13 00:08",68,65,65,65,65,65,65,65,65
"2017-11-13 00:09",68,65,65,65,65,65,65,65,65
"2017-11-13 00:10",68,65,65,65,65,65,65,65,65
"2017-11-13 00:11",68,65,65,65,65,65,65,65,65
"2017-11-13 00:12",68,65,65,65,65,65,65,65,65
"2017-11-13 00:13",68,65,65,65,65,65,65,65,65
"2017-11-13 00:14",68,65,65,65,65,65,65,65,65
"2017-11-13 00:15",68,65,65,65,65,65,65,65,65
"2017-11-13 00:16",68,65,65,65,65,65,65,65,65
"2017-11-13 00:17",68,65,65,65,65,65,65,65,65
"2017-11-13 00:18",68,65,65,65,65,65,65,65,65
"2017-11-13 00:19",68,65,65,65,65,65,65,65,65
"2017-11-13 00:20",68,65,65,65,65,65,65,65,65
"2017-11-13 00:21",68,65,65,65,65,65,65,65,65
"2017-11-13 00:22",68,65,65,65,65,65,65,65,65
"2017-11-13 00:23",68,65,65,65,65,65,65,65,65
"2017-11-13 00:24",68,65,65,65,65,65,65,65,65
"2017-11-13 00:25",68,65,65,65,65,65,65,65,65
"2017-11-13 00:26",68,65,65,65,65,65,65,65,65
"2017-11-13 00:27",68,65,65,65,65,65,65,65,65
"2017-11-13 00:28",68,65,65,65,65,65,65,65,65
"2017-11-13 00:29",68,65,65,65,65,65,65,65,65
"2017-11-13 00:30",68,65,65,65,65,65,65,65,65
"2017-11-13 00:31",68,65,65,65,65,65,65,65,65
"2017-11-13 00:32",68,65,65,65,65,65,65,65,65
"2017-11-13 00:33",68,65,65,65,65,65,65,65,65
"2017-11-13 00:34",68,65,65,65,65,65,65,65,65
